Title,Description,PostsNum
Problems with Tab opening and find the right atribute,"So, I'm kinda new to Imacros and have only basic knowledge. Long story short, from the  exhibitor list i have, on the exhibition site, i need to extract info about 'em.

https://ces18.mapyourshow.com/7_0/searc ... endrow=200 that's the list.

What i'm tring to do, is to make imacros open exhibitors page in a new tab, scrap the info i need, close it, and repeat with next inline 


 prim1 
 , but i can't find the way to do that, since href's or position arent specified. 
But that is just a part of the problem. Once in that page, i could tell imacros what to copy BUT the email, which i kinda need the most since it's position isnt specified either. 


 prim2 
 


 prim3 


Any suggestion would be a huge help.","
			5 posts
							鈥?Page 1 of 1
"
"HTML TYPE, Copy data to notepad","Hello everyone!

I am newbie here. 
I recorded a macro but it doesn't run, seems like the programming involve javascript functions.. I don't know if it's a problem.

Ok. The error I found is this:
Error -1300: Cannot find HTML element of type 
TAG POS=1 TYPE=INPUT:TEXT ATTR=CLASS:v-textfield<SP>v-widget<SP>v-textfield-focus CONTENT=378.191.359-72

The code ( I recorded it):
TAG POS=2 TYPE=IMG ATTR=CLASS:v-image<SP>v-widget<SP>v-has-width<SP>v-has-height
WAIT SECONDS=3
TAG POS=1 TYPE=INPUT:TEXT ATTR=CLASS:v-textfield<SP>v-widget<SP>v-textfield-focus CONTENT=378.191.359-72
WAIT SECONDS=3
TAG POS=3 TYPE=DIV ATTR=TXT:飥?WAIT SECONDS=3
TAG POS=1 TYPE=DIV ATTR=TXT:ANA<SP>DOS<SP>SANTOS<SP>MARIA

To avoid this problem I used DS CMD but I don't know how to copy content of an type. Better explanation below:

TAG POS=1 TYPE=INPUT:TEXT ATTR=ID:gwt-uid-141 CONTENT=0,05
TAG POS=1 TYPE=INPUT:TEXT ATTR=ID:gwt-uid-151 CONTENT=0,00

How do I copy that content to a file?

Thanks in advance!","
			3 posts
							鈥?Page 1 of 1
"
Colon Distrupting The Extraction!!,"Firefox 55; imacros 8.9.7 ; Windows 7

I have been really familiar in coding in imacros, but
This is something new to me.
I found this kind of ID naming,
Code: Select all<div class=""_4-u2 mbm _4mrt _5jmm _5pat _5v3q _4-u8"" data-fte=""1"" data-ftr=""1"" id=""mall_post_1988260348080319:6:0"" role=""article""

Point here: mall_post_1988260348080319:6:0

And next problem, I can only use EVENT Javascript imacros to get it work.
So what I have done,

Extracting ID, and then assigned it to code like this
Code: Select alliimPlayCode (
	""EVENT TYPE=CLICK SELECTOR=\""#mall_post_""+ something +"":6:0>DIV>DIV>DIV:nth-of-type(2)>DIV>DIV>DIV>DIV>DIV>DIV>DIV>DIV>SPAN:nth-of-type(1)>DIV>A\"" BUTTON=0"" + ln
);

Point here: SELECTOR=\""#mall_post_""+ something +"":6:0

Notice the bolded stuff? Yeah you can then assume it won't work. The error message was this,
""Syntax error. [this is line of code] is not a valid selector, line 1 (Error code: -1001)""

I am not sure if I missed some other technique to do this. But really I was really sad if it couldn't be done.
Thanks!","
			4 posts
							鈥?Page 1 of 1
"
Copy Entire Column using DATASOURCE,"Firefox Version: 51.0 (32-bit)
iMacros Version: 9.0.3
OS: Windows 10 64-bit

Hello Everyone,

I need help in order to copy entire column using DATASOURCE or any other command.

Actually, I can't use CONCATENATE(excel function) while saving excel as .csv or .txt due to characters limit.

That's why I need a way around to copy complete column and paste it into webpage text area.

This is the code I am using right now:
Code: Select allVERSION BUILD=9030808 RECORDER=FX
TAB T=1
URL GOTO=http://....
WAIT SECONDS = 5
SET !DATASOURCE MyWorkbook.txt
SET !DATASOURCE_COLUMNS 1
WAIT SECONDS = 5
TAG POS=1 TYPE=TEXTAREA ATTR=CLASS:ace_text-input&&AUTOCORRECT:off&&AUTOCAPITALIZE:off&&SPELLCHECK:false&&WRAP:off&&TXT: CONTENT={{!COL1}}
WAIT SECONDS = 5

Thanks","
			12 posts
							鈥?Page 1 of 1
"
how to save data with auto reload option,"Hi all i am looking to extract data from a page called random.php

http://www.quotationspage.com/random.php3

its has quotations by famous people 
if we reload a new set of quotes are displayed 
i want to extract all the quotes available in that please guide how to....
I have imacros installed in chrome

thanks in advance","
			4 posts
							鈥?Page 1 of 1
"
Site now uses infinite scrolling - what to do?,"I'm sorry, I'm very new to this. A friend wrote this a long time ago. I reckon I have to tell `extractFromLibrary` to use some scroll mechanism instead of parsing through pages? Thanks!
Code: Select all// Instead of just extracting all the books from one library, this script imports a list of library's from CSV
// and for each, saves all of their books to the output CSV

// To speed up the running of this script, the following iMacros preferences are recommended...
// Go to iMacros options, then the ""general"" tab
// Set ""Replay Speed"" to fast
// Under ""Visual Effects"", untick ""scroll to object when found"" as well as ""Highlight object when found""
// Under ""Javascript scripting settings"", untick ""Show Javascript during replay""

// File is read from the ""datasources"" path set in iMacros prefs, not ""downloads"" path pref
const inputFileName= ""Libraries-to-extract-from.csv"";
// The starting row number (to enable importing just part of a large CSV)
const startRowID = 1;
// Name of the file where the results are output (is saved into the ""Downloads"" folder set in iMacros prefs)
// NB: Every time this script is run, the results are just added to the end of this file.
// So delete/rename the output file if needed - to avoid duplicate entries.
const outputFileName= ""Books-url-list.csv"";

// ###################

// Global variable for status message, since using iimDisplay() clears previous messages
var statusMessage;

addStatusMessage(""Importing "" + inputFileName + "", starting at line "" + startRowID);

// For each library in the CSV file, import all of their books
var rowID = 1;
while (true) {
    // Not using addStatusMessage() directly, since want to throw away this last message afterwards
    iimDisplay(statusMessage + ""\n-Processing row "" + rowID);
    var currentRowContents = getCSVRow(rowID);
    if (!currentRowContents) {
        // Break if end of file reached, or if there was an error reading the file (eg file not found)
        addStatusMessage(""Exiting on row "" + rowID + "". Either an error has occurred, or the end of file was reached."");
        break;
    }
    extractFromLibrary(currentRowContents);
    rowID++;
}

function extractFromLibrary(targetLibrary) {
    // URL of the books page to process
    var targetBooksPage = targetLibrary + ""/books"";
    goToPage(targetBooksPage);

    var lastPageID = getLastPageID();
    addStatusMessage(""Saving pages 1->"" + lastPageID + "" for "" + targetBooksPage);

    for (var i = startFromPageID; i <= lastPageID; i++) {
        // Not using addStatusMessage() directly, since want to throw away this last message afterwards
        iimDisplay(statusMessage + ""\n-Processing page "" + i);
        // Start of script navigated to page 1 already, so only need to change if i is not 1
        if (i != 1) goToPage(targetBooksPage + ""?page="" + i);
        processCurrentPage();
    }
}


/* Helper Functions */

function runMacro(macro) {
    // Runs the specified macro with a reduced tag timeout of 3 seconds (default is 60)
    return iimPlay(""CODE:"" + ""SET !TIMEOUT_TAG 3\n"" + macro);
}
function addStatusMessage(newMessage) {
    // Using iimDisplay() clears previous messages, so global statusMessage variable used to save them
    if (!statusMessage) {
        statusMessage = ""Starting script..."";
    }
    statusMessage += ""\n-"" + newMessage;
    iimDisplay(statusMessage);
}
function getCSVRow(rowID) {
    var result = runMacro(""SET !DATASOURCE "" + inputFileName +
    ""\nSET !DATASOURCE_COLUMNS 1"" +
    ""\nSET !DATASOURCE_LINE "" + rowID +
    ""\nSET !EXTRACT {{!COL1}}"");
    if (result < 0) {
        // Fetching the row failed. Could be due to end of file or else file not found.
        return null;
    } else {
        return iimGetLastExtract(1);
    }
}
function goToPage(url) {
    // Navigates to the desired URL with images turned off, to decrease pageload time
    runMacro(""FILTER TYPE=IMAGES STATUS=ON"" +
            ""\nURL GOTO="" + url);
}
function getLastPageID() {
    // Extract the page ID of the last page of books, using relative positioning numbering
    // The site uses ""Page 1"", ""Page 2"", ""..."", ""Page N"", ""Next"" type site navigation
    // First finds the ""Next"" link, than extracts the link text immediately prior to it, to get last page ID
    runMacro(""TAG POS=1 TYPE=A ATTR=TXT:Next EXTRACT=TXT"" +
            ""\nTAG POS=R-1 TYPE=A ATTR=TXT:* EXTRACT=TXT"");
    if (iimGetLastExtract(2) == ""#EANF#"") {
        // Tags not found, or timeout reached
        addStatusMessage(""No next page button found, so there must only be one page total"" +
                "" (or else the page didn't finish loading in 60s)."");
        lastPageID = 1;
    } else {
        // Tags found, so use the link text value
        lastPageID = iimGetLastExtract(2);
    }
    return lastPageID;
}
function processCurrentPage() {
    var i = 0;
    while (true) {
        i++;
        // Attempt extraction of next library book link
        // Note: extraction and saving to CSV were not combined, since hard/impossible to know when to stop,
        // since logic not possible inside macros - and whenever SAVEAS TYPE=EXTRACT is used, the 
        // EXTRACT variable is cleared. So iimGetLastExtract(1) always returns null, regardless of success or 
        // failure. Even if the iimPlay return code was checked instead, #EANF# junk would still have been added
        // to the last row of the CSV, which isn't desired. 
        // To reduce the slowdown caused by splitting the steps, the EXTRACT variable is manually set before 
        // using SAVEAS, rather than wasting time using TAG again.
        runMacro(""TAG POS="" + i + "" TYPE=A ATTR=CLASS:library-link&&TITLE: EXTRACT=HREF"");
        var currentLibraryURL = iimGetLastExtract(1);
        // If that link was found, save to the next line of the CSV, otherwise break out of loop
        if (currentLibraryURL == ""#EANF#"") {
            break;
        } else {
            runMacro(""SET !EXTRACT "" + currentLibraryURL +
                    ""\nSAVEAS TYPE=EXTRACT FOLDER=* FILE="" + outputFileName);
        }
    }
}
","
			13 posts
							鈥?Page 1 of 1
"
"Find the right Colum to Extract Data, on the 3rd tab opened","Hi everyone,
good morning,

My name is Bruno, I'm brazilian. Sorry by the English. I need to build a code of a extraction in the site http://consulta.plus (with login and password, I can pass if you ask),  but first I need to fill the number of CPF (individual registration) and find the data of the client I'm look for.

Second, the site presents a table to click in anyone data (image1), I click in the line of the table, and the site goes to the table I want do extract the colum of ""Vlr Dispon铆vel"" and below, ""Margem Livre"", right below ""Margem Livre"" (credit card) but I cant to find de right code to find the correct extraction on the table, in a correct column ""Vlr. Dispon铆vel""






I tried to do this code:

macro = ""URL GOTO=http://consulta.plus#!"" + vbNewLine
macro = macro + ""'Get the values"" + vbNewLine

'Verifing the extraction
macro = macro + ""TAG POS=1 TYPE=TH ATTR=TXT:Vlr Dispon铆vel"" + vbNewLine
macro = macro + ""TAG POS=R1 TYPE=TD ATTR=CLASS:bdytxt&&TXT:*.* EXTRACT=TXT "" + vbNewLine

Summing up, I need a code that extract the colum ""Vlr Dispon铆vel"" and down, ""Margem Livre"" and ""Margem Livre"" right below, and make a seach by CPF but when the site find the data of CPF he opens 3 tabs (image2_extract), 

Image 2 extract






How can I find this datas and build the code to find the correct colum?

Any doubt contact me, please.
Thank You","
			2 posts
							鈥?Page 1 of 1
"
Scraping dynamic list of links with download filename,"This might be a dumb question, but is iMacros capable of saving all links of a particular class on a page and use the filenames specified in the ""download"" attribute?  Basically I'm using an eBay image scraping tool to generate a list of links to each of a listing's images at maximum resolution, but because of CORS limitations, I must right-click each link to get the save dialog box to use the filename in the ""download"" attribute.  This is fine if there are only a few images, but it gets tedious if a listing as more than a dozen images, so I'm hoping to use a macro to automate this.  Is iMacros what I want?  How would I got about ensuring that the specified filenames are used?

The HTML code looks like this:

<a href=""https://i.ebayimg.com/images/g/l5kAAOSw ... -l1600.jpg"" class=""img_link"" id=""img_link_0"" download=""322871381840 s-l1600 0.jpg"">322871381840 s-l1600 0.jpg</a>
<br>
<a href=""https://i.ebayimg.com/images/g/KBgAAOSw ... -l1600.jpg"" class=""img_link"" id=""img_link_1"" download=""322871381840 s-l1600 1.jpg"">322871381840 s-l1600 1.jpg</a>
<br>
<a href=""https://i.ebayimg.com/images/g/CgwAAOSw ... -l1600.jpg"" class=""img_link"" id=""img_link_2"" download=""322871381840 s-l1600 2.jpg"">322871381840 s-l1600 2.jpg</a>
<br>
<a href=""https://i.ebayimg.com/images/g/gSQAAOSw ... -l1600.jpg"" class=""img_link"" id=""img_link_3"" download=""322871381840 s-l1600 3.jpg"">322871381840 s-l1600 3.jpg</a>
<br>
<a href=""https://i.ebayimg.com/images/g/xE8AAOSw ... -l1600.jpg"" class=""img_link"" id=""img_link_4"" download=""322871381840 s-l1600 4.jpg"">322871381840 s-l1600 4.jpg</a>
<br>
.
.
.","
			4 posts
							鈥?Page 1 of 1
"
Extract In Multiple HTML Tag,"Hi, i would like to ask how to extract the BOLD TEXT ""The Photographer (2017)"" from this html tag below?

<h1><a href=""hxxt://sample.com"" title=""The Photographer (2017)"" target=""blank;""><img src=""http://www.senimovies.net/wp-content/th ... .png""/></a> The Photographer (2017) </h1>

I have use this code
TAG POS=1 TYPE=H1 ATTR=* EXTRACT=TXT

The result is like looping so many times like this
The Photographer (2017)The Photographer (2017)The Photographer (2017)The Photographer (2017)The Photographer (2017)The Photographer (2017)The Photographer (2017)The Photographer (2017)","
			4 posts
							鈥?Page 1 of 1
"
Copy a portion of Web page Using iMacros,"I am using Firefox 48.0 iMacros for Firefox 9.0.3 & Windows7 Professional 64-bit Operating system.

Code: Select allVERSION BUILD=9030808 RECORDER=FX
TAB T=1
SET !EXTRACT_TEST_POPUP NO

URL GOTO=http://164.100.140.80/RoRView.aspx
TAG POS=1 TYPE=LEGEND FORM=ID:aspnetForm ATTR=TXT:Select<SP>Location<SP>for<SP>RoR
TAG POS=1 TYPE=TD ATTR=TXT:District
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_ContentPlaceHolder1_ddlDistrict CONTENT=%14
WAIT SECONDS=1
TAG POS=1 TYPE=TD ATTR=TXT:Tahasil
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_ContentPlaceHolder1_ddlTahsil CONTENT=%1
WAIT SECONDS=1
TAG POS=1 TYPE=TD ATTR=TXT:Village
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_ContentPlaceHolder1_ddlVillage CONTENT=%315
WAIT SECONDS=1
TAG POS=1 TYPE=SPAN ATTR=ID:ctl00_ContentPlaceHolder1_lblColumnName
TAG POS=1 TYPE=SELECT FORM=ID:aspnetForm ATTR=ID:ctl00_ContentPlaceHolder1_ddlBindData CONTENT=%1
WAIT SECONDS=1

TAG POS=1 TYPE=INPUT:SUBMIT FORM=ID:aspnetForm ATTR=ID:ctl00_ContentPlaceHolder1_btnRORFront

'TAG POS=1 TYPE=DIV ATTR=TXT:Schedule<SP>I<SP>Form<SP>No.39-A
'TAG POS=1 TYPE=TD ATTR=TXT:喱ム喱ㄠ<SP>喱ㄠ喹嵿喱?SP>:<SP>""149""
'Anchor:
TAG POS=1 TYPE=TD ATTR=TXT:喱溹喱苦喱距喱權瓖喱?SP>喱ㄠ喱?SP>喱?SP>喱栢瓏喹编喱?SP>喱<SP>喱栢喱苦瓱喱距喱?SP>喱曕瓖喱班喱苦瑫*

'TAG POS=1 TYPE=TD ATTR=TXT:1)<SP>喱栢喱苦瓱喱距喱?SP>喱曕瓖喱班喱苦瑫<SP>喱ㄠ喹嵿喱?SET !EXTRACT NULL
TAG POS=R3 TYPE=TD ATTR=TXT:* EXTRACT=TXT
SET My_Data {{!EXTRACT}}

'TAG POS=1 TYPE=TD ATTR=TXT:1
SET !EXTRACT NULL
TAG POS=R1 TYPE=TD ATTR=TXT:* EXTRACT=TXT
ADD My_Data {{!EXTRACT}}

'TAG POS=1 TYPE=TD ATTR=TXT:2)<SP>喱瓖喱班瑴喱距<SP>喱ㄠ喱?<SP>喱喱む喱?SP>喱ㄠ喱?<SP>喱溹喱む<SP>喱?SP>喱喱膏喹嵿*
SET !EXTRACT NULL
TAG POS=R1 TYPE=TD ATTR=TXT:* EXTRACT=TXT
ADD My_Data {{!EXTRACT}}

SET !EXTRACT NULL
TAG POS=1 TYPE=SPAN ATTR=ID:gvfront_ctl02_lblName EXTRACT=TXT
'TAG POS=R1 TYPE=TD ATTR=TXT:* EXTRACT=TXT
ADD My_Data {{!EXTRACT}}

'TAG POS=1 TYPE=TD ATTR=TXT:3)<SP>喱膏瓖喱掂喹嵿
TAG POS=R1 TYPE=TD ATTR=TXT:* EXTRACT=TXT
ADD My_Data {{!EXTRACT}}

'TAG POS=1 TYPE=TD ATTR=TXT:喱膏瓖喱ム喱む喱喱?SET !EXTRACT NULL
TAG POS=R1 TYPE=TD ATTR=TXT:* EXTRACT=TXT
ADD My_Data {{!EXTRACT}}

'PROMPT {{!EXTRACT}}
'PROMPT {{My_Data}}

SET !CLIPBOARD {{My_Data}}
PROMPT {{!CLIPBOARD}}

I am using the above code to copy the SL 1,2,3 of the webpage after clicking the ROR front page button.
Reference link http://forum.imacros.net/viewtopic.php?f=7&t=26484
Similarly I want to copy the webpage of ROR BACK PAGE of the marked area



The above portion is showing in iMacros like 
Code: Select allTAG POS=6 TYPE=DIV ATTR=TXT:喱栢喱苦瓱喱距喱?SP>喱曕瓖喱班喱苦瑫<SP>喱ㄠ瑐<SP>:<SP>1喱瓕喱溹<SP>:<SP>喱呧瑱喹嵿瑮喱距喱喹嵿喱溹喱侧瓖*
but I don't know what code I should write below to this to copy the above TAG POS 6.
Please help.","
			4 posts
							鈥?Page 1 of 1
"
Help with entering URL with date variable,"Hi all, 

i'm just begin with iMacros (using internet explorer addon) and trying to make a script where the first command is to go to a specific url witch include a time variable like this:

http://www.XXX.com/XXX/Index?startDate=""Last Sunday Date""&endDate=""Today's Date""

I would like the macros to find and add the last sunday's and today's date in this URL, does somebody have any idea how to do that ? 

Thanks","
			2 posts
							鈥?Page 1 of 1
"
Error -1300 when extracting data,"Hello-

I am trying to extract data from a webpage but am getting this error when I try to actually select the table for download.

This is the error that is returned:

Error -1300: Cannot find HTML element using specified Selector expression: #highcharts-f2n5udx-4>svg>g:nth-of-type(7)>path. Line 9: TAG SELECTOR=""#highcharts-f2n5udx-4>svg>g:nth-of-type(7)>path""

Not sure what the issue is here.  Here is the full script, for reference.  I am getting the error on the ""TAG SELECTOR"" row.

VERSION BUILD=11.5.498.2403
TAB T=1
TAB CLOSEALLOTHERS
SET !PLAYBACKDELAY 0.2
URL GOTO=http://www.bonds.is/market-overview/?ty ... okid=75201
'
TAG POS=1 TYPE=SELECT ATTR=ID:type CONTENT=%Yield
TAG POS=1 TYPE=BUTTON:SUBMIT ATTR=ID:btnDraw
TAG SELECTOR=""#highcharts-f2n5udx-4>svg>g:nth-of-type(7)>path""
ONDOWNLOAD FOLDER=d:\intdaily\iceland\bond FILE=Y0414.csv WAIT=YES
TAG POS=1 TYPE=DIV ATTR=TXT:Download<SP>CSV
TAG POS=1 TYPE=SELECT ATTR=ID:type CONTENT=%Price
TAG POS=1 TYPE=BUTTON:SUBMIT ATTR=ID:btnDraw
TAG SELECTOR=""#highcharts-f2n5udx-8>svg>g:nth-of-type(7)>rect""
ONDOWNLOAD FOLDER=d:\intdaily\iceland\bond FILE=P0414.csv WAIT=YES
TAG POS=1 TYPE=DIV ATTR=TXT:Download<SP>CSV","
			2 posts
							鈥?Page 1 of 1
"
Saving CAPTCHA image not working...sooo close,"Hello, 

I am trying to save a captcha image and while it is saving an image it is saving the wrong part of the screen.

I am using:

version:
10022823

windows: 7

Tested in: imacros browser and imacros for IE


Here is my code:
Code: Select allVERSION BUILD=10022823
CLEAR 
SET !DATASOURCE ""C:\\account_data.csv""
PROXY ADDRESS={{!COL1}}
TAB T=1
ONDOWNLOAD FOLDER=C:\captcha FILE=captcha.jpg WAIT=YES
TAB CLOSEALLOTHERS
URL GOTO=https://accounts.google.com/ServiceLogin?service=adwords&hl=en-US&ltmpl=signup&passive=false&ifr=false&alwf=true&continue=https://adwords.google.com/um/SignupToken&app=Signup&sacu=1&sourceid=awo&subid=ww-ns-g-awhp_nelsontest3_nel_e
TAG POS=2 TYPE=INPUT:RADIO ATTR=NAME:keyGoogleAccount CONTENT=YES
FRAME NAME=newAccountLoginBox
TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:createaccount ATTR=NAME:Email CONTENT={{!COL2}}
SET !ENCRYPTION NO
TAG POS=1 TYPE=INPUT:PASSWORD FORM=NAME:createaccount ATTR=NAME:Passwd CONTENT={{!COL3}}
TAG POS=1 TYPE=INPUT:PASSWORD FORM=NAME:createaccount ATTR=NAME:PasswdAgain CONTENT={{!COL3}}
TAG POS=1 TYPE=IMG FORM=NAME:createaccount ATTR=SRC:*https://accounts.google.com/Captcha?ctoken* CONTENT=EVENT:SAVE_element_screenshot
WAIT SECONDS=5
TAB OPEN
TAB T=2
SET !EXTRACT_TEST_POPUP NO
URL GOTO=http://api.deathbycaptcha.com/decaptcher?function=picture2&print_format=html
TAG POS=1 TYPE=INPUT:TEXT FORM=ACTION:http://api.deathbycaptcha.com/decaptcher ATTR=NAME:username CONTENT=<my_user_name>
TAG POS=1 TYPE=INPUT:TEXT FORM=ACTION:http://api.deathbycaptcha.com/decaptcher ATTR=NAME:password CONTENT=<my_password>
TAG POS=1 TYPE=INPUT:FILE FORM=ACTION:http://api.deathbycaptcha.com/decaptcher ATTR=NAME:pict CONTENT=C:\captcha\image.jpg
TAG POS=1 TYPE=INPUT:SUBMIT FORM=ACTION:http://api.deathbycaptcha.com/decaptcher ATTR=VALUE:Send
WAIT SECONDS=30
TAG POS=6 TYPE=TD ATTR=* EXTRACT=TXT
SET !VAR1 {{!EXTRACT}}
TAB CLOSE
TAB T=1
TAG POS=1 TYPE=INPUT:TEXT FORM=NAME:createaccount ATTR=NAME:newaccountcaptcha CONTENT=!VAR1
TAG POS=1 TYPE=INPUT:CHECKBOX FORM=NAME:createaccount ATTR=NAME:TermsOfService CONTENT=YES

Everything runs fine but when it processes line 15 in the Imacros browser instead of the captcha image being saved it just saves a portion of the top left of the screen.  In the IE imacros browser it gives this error:
Error -1000: Cannot copy the item being saved to destination file: C:\captcha\captcha.jpg Unable to save screenshot of the current browser page.  Notice that only HTML documents are currently supported  (no PDF or office documents loaded via plugins). Line 15: TAG POS=1 TYPE=IMG FORM=NAME:createaccount ATTR=SRC:*https://accounts.google.com/Captcha?ctoken* CONTENT=EVENT:SAVEPICTUREAS

Which makes sense because there is no file type in the code of the page that specifies the type of file for the CAPTCHA image.  Instead there is a randomly generated ""key"" that is used to reference the image.

I feel very close to getting this to work but something is either out of place/sequence or the references are wrong somehow.

I've spent 3 hours on this and it's driving me nuts    Any ideas?","
			6 posts
							鈥?Page 1 of 1
"
