Title,Description,PostsNum
"table export to CSV after ""javascript:__doPostBack""","Hello!
First of all, I have to say I just started using imacros today so you can say Im really just a noob   nevertheless I find imacros amazingly powerful. I would really like to learn more about it!
The problem I want to solve is this: I want to extract all the elements on the table that FOLLOWS after I click a link that is referenced as ""javascript:_doPostBack"". Each link ""hosts"" a table, so I need to loop this. If possible, to merge all the resulting tables into one without having to go trough a macro in VBA.
Code: Select allVERSION BUILD=8970419 RECORDER=FX
SET !LOOP 1
SET !EXTRACT_TEST_POPUP NO
TAB T=1
URL GOTO=http://190.24.134.230/tierras/sentencias.aspx
TAG POS=1 TYPE=A ATTR=HREF:javascript:__doPostBack('ctl00$MainContent$GVSentencias','Select${{!LOOP}}')
TAG POS=1 TYPE=TABLE ATTR=* EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=* FILE=TEST.CSV

I'm unsure on how to get the table after the loop? I've tried with relative positioning (TAG POS=1) but it brings *EANF* which I assume is an error in the retrieval?
Any help would be highly appreciated. Im pretty sure this is a dumb question to ask...",5
Extract A Certain Part of Text (Partial),"iMacros for Firefox 8.9.7 (Firefox 47)  , Win 7 x64
Extraction Dialog is created by Imacros 10 IE

The Actual Text is
Code: Select allDear xxxxxxx
Please log in using your login code below:
qpy6HW

This email was sent because someone tried to log in from a new browser or location with your correct email address and password.
If it wasn't you trying to log in, please change your password immediately. Please also consider changing your password on all services you are using this password for.

I want to extract the 
Code: Select allqpy6HW

This Code always changes but the location of the code is always the same

i am trying to store this Code Portion in !VAR
and later use it

in my example the code is Code: Select allqpy6HW
and i want to store this in !VAR

Is it Possible ?

I can Extract the entire Text
Its from an Email

I can help you get an idea if you need a live example . just tell me i will arrange something .",2
Error when communicating with the native messaging host,"Hi guys!

I am newbie to iMACROS and I got some troubles with my script. Any help is appreciated!  

So I created a script to grab information from online and store it in my local csv file. I'm aiming to do it in a loop about size 1000 every time. The script works fine when I run it in smaller loops (ex. <50). 

This morning, I tried to run it in 800 loops, but it stopped at loop 49 and gives me this error. Error: Error when communicating with the native messaging host., line: 36. Line 36 is the last line of my script. And I found that every time I got this error, I just need to change the output file name(both in script and the actual output file's name) and continue running the loop from where it stopped last time. And the script will be good for another 40 or 50 loops until this error pops up again... This is pretty confusing... Please let me know if you have any suggestions  


Below is my CIM:

+ iMacros for Chrome 8.3.5
+ Windoes 8.1 Enterprise
+ Google Chrome Version 50.0.2661.102 m


Below is my script:

VERSION BUILD=8350307 RECORDER=CR
SET !DATASOURCE C:\Users\crispyizzy\Desktop\input.csv
SET !DATASOURCE_COLUMNS 6
SET !DATASOURCE_LINE {{!LOOP}}
SET !EXTRACT_TEST_POPUP NO


URL GOTO=https://myURL.com
FRAME F=3
TAG POS=1 TYPE=A ATTR=ID:C4_W16_V17_IC_INBOX
WAIT SECONDS=2
TAG POS=1 TYPE=INPUT:TEXT FORM=ID:myFormId ATTR=ID:123_search_parameters[2].VALUE1 CONTENT={{!COL1}}
TAG POS=1 TYPE=INPUT:TEXT FORM=ID:myFormId ATTR=ID:123_search_parameters[3].VALUE1 CONTENT={{!COL2}}
TAG POS=1 TYPE=INPUT:TEXT FORM=ID:myFormId ATTR=ID:123_search_parameters[6].VALUE1 CONTENT={{!COL4}}
SET !EXTRACT {{!COL1}}
ADD !EXTRACT {{!COL2}}
ADD !EXTRACT {{!COL3}}
ADD !EXTRACT {{!COL5}}
ADD !EXTRACT {{!COL4}}
TAG POS=1 TYPE=INPUT:TEXT FORM=ID:myFormId ATTR=ID:123_search_MAX_HITS CONTENT=1
TAG POS=1 TYPE=B ATTR=TXT:Search
WAIT SECONDS=3
TAG POS=1 TYPE=A ATTR=ID:123_items_table[1].incident_id
TAG POS=1 TYPE=TABLE ATTR=CELLSPACING:2 EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_cssngprojh_struct.description EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_catselvn_cat_label EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_btadminh_priority EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_btorgset_struct.service_org_resp_short EXTRACT=TXT
TAG POS=1 TYPE=A ATTR=ID:123_btpartnerset_soldto_name EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_btcustomerh_convert_system_usage EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_btadminh_last_change EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_btadminh_zcreated_at EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_zinccreatdate_datetime EXTRACT=TXT
TAG POS=1 TYPE=SPAN ATTR=ID:123_btadminh_zconfirmed_at EXTRACT=TXT
SAVEAS TYPE=EXTRACT FOLDER=C:\Users\crispyizzy\Desktop FILE=output                                     // This is line 36!
",3
Extracting a web table into Excel columns,"Hi team,

1. What version of iMacros are you using? iMacros Browser v11.1.495.5175 [Trial Version day 1 of 30]  (very new )
2. What operating system are you using?  Windows 10 English 64Bit
3. Which browser(s) are you using? (include version numbers) IE 11.420...

I have been able to extract a table from a webpage and save it to a .csv file.

However when the saved files is opened in notepad, this is what is i get between the ................. lines
............................................................................................. 

Vehicle

Vehicle Type

Tier 4

Tier 3

Tier 2

Tier 1

Vehicle Time Zone

Last Attempted Connection

Last Completed Connection

Days Since Last Completed Connection

6118 (1000544)Hyster H18.00XMKawerauCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington30-June-2016 10:51:1530-June-2016 10:51:381 days
5973 (1000739)Hyster H3.5FTTokoroaCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington20-January-2016 23:46:4620-January-2016 23:47:09162 days
5978 (1000771)Hyster H4.0FTTokoroaCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington27-June-2016 14:08:0527-June-2016 14:08:223 days
6132 (1000838)Hyster H12.00XMNelsonCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington30-June-2016 09:20:4130-June-2016 09:21:311 days
5984 (1001004)Hyster H8.0FTHubCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington30-June-2016 10:18:3630-June-2016 10:18:481 days
5983 (1001005)Hyster H8.00FTHubCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington29-June-2016 10:39:5029-June-2016 10:40:292 days
6125 (1001107)Hyster H12.00XMNelsonCWPGroupIMHYAP(GMT+12:00) Auckland, Wellington29-June-2016 14:39:1329-June-2016 14:39:311 days
...................................................................................

The relevant imacro script lines are:

URL GOTO=http://203.xx.xxx.xxx/Fleet_Online/repo ... ivity.aspx
TAG POS=3 TYPE=TBODY ATTR=* EXTRACT=TXT

'The SAVEAS statement was added manually to write the extracted table to a file
'(The alternative way to get the extracted data is the Scripting Interface)
SAVEAS TYPE=EXTRACT FOLDER=C:\Downloads FILE=Connectivity_{{!NOW:yymmdd_hhnnss}}.csv

'WAIT SECONDS=2
URL GOTO=http://demo.imacros.net/Automate/OK 

.................................................................................................

The first 10 text rows are a single row of column headings.
The rest are the elements which go in the columns

I have searched for some time to find out why I cannot get comma and quotes delimited data being saved to the .csv file.

Can you please advise what I am doing wrong here.

Any assistance is much appreciated.

Cheers 
Bernard",2
"How to take a number, use it to select an image and use text","Hi,

In a form, the antispam works like this :

- a sentence gives a number between 1 & 5, and explains we must write the word corresponding of the image position, 1 to 5.

So for example :
Write the word corresponding of the 4th image
then we have the 5 images which are shown randomly but on the same line, in the same code, just the order changed. Even the name of the image doesn't change.
So we could have 1.gif - 3.gif - 4.gif - 2.gif - 5.gif 
The sentence ask me the 4th, so i must write the sens of the 2.gif image which could be a circle or a square.

So, how can i pick the number of the image, then use it to detect which image is at this position (1 to 5), then i extract the name of the image, in a sorte of table somewhere i stored that 1.gif is a circle, 2.gif a square, 3.gif an arrow, etc. So at the end imacro put the right answer in the field.

thank you,",3
Searching through a webpage using iMacros / Javascript,"Hey everyone,

I know many of you probably hate it when new people come here and expect to get their problems solved, but I've spent so many hours on this problem and something tells me that it can't be that difficult to solve.

What I was trying to do is something very simple: I wanted to create a macro with iMacros that is able to go through a webpage, search for a certain word and if the word is found, click on a button. Else, refresh the page and start again.

I realized that there is no easy way to use if/else on iMacros, so that I'll need to add this with Javascript. Still, my major problem is found in the macro. Basically, if I use the extract option on iMacros, it will only skim through the HTML code of the page, if I understand it correctly. This means that it will need a certain TYPE. The problem is that this webpage I am looking to skim through does update time after time but does not show these new ""results"" in the HTML code. I think it uses some kind of Javascript or php, not showing the text I want to find in the HTML code. How do I still program iMacros to simply search through the ""visible"" text on the page (in a CTRL+F kind of way)?

The macro I had implemented in my .js file that is responsible for extracting looks like this:

VERSION BUILD=8970419 RECORDER=FX
TAB T=1
SET !EXTRACT_TEST_POPUP NO
TAG POS=1 TYPE=A ATTR=TXT:*Text* EXTRACT=TXT

In this example I try and search for the word [...]Text[...] If I try and use the wildcard TYPE=* it simply does not work.

So: Is there a way to search on a page and not only the HTML code with iMacros? How would I do it?
If it doesn't work wit iMacros, is there a way to simply do it with Javascript?

Thanks in advance.",5
Please Help with replace,"iMacros Browser v10.0.2.2823
FF 47.0 x86 en-US with iMacros for FF add-on 8.9.7
Win7 x64

Hi, anyone can help me with eval replace?
in firefox it can replace with fine job, but when extract description,it extract to one paragraph.
im trying using imacros browser, it can extract description with multi paragraph but not with replace.
i prefer to use firefox, but not mind if i must use imacros browser to do the job.
My goal is to extract that description into multi paragraph and replace other text im not using.
THX b4!!
Code: Select all'URL GOTO=https://www.tokopedia.com/kopijayakarta/fiorenza-french-press-coffee-maker-350-ml-for-3-cups
SET !EXTRACT_TEST_POPUP NO
'Set !REPLAYSPEED SLOW
SET !ERRORIGNORE YES
SET !TIMEOUT_STEP 0

VERSION BUILD=10022823
TAB T=1
'gr
TAG POS=1 TYPE=DD ATTR=CLASS:pull-left<SP>m-0 EXTRACT=TXT
SET !VAR1 EVAL(""'{{!EXTRACT}}'.replace(/gr/g, '');"")
'SET !VAR3 EVAL(""var s=\""{{!EXTRACT}}\""; s.replace(/\rb/g,' ')"")
SET !EXTRACT NULL
SET !EXTRACT {{!VAR1}}

'rb
TAG POS=1 TYPE=DD ATTR=CLASS:pull-left<SP>m-0<SP>view-count EXTRACT=TXT
SET !VAR2 EVAL(""'{{!EXTRACT}}'.replace(/rb/g, '');"")
'SET !VAR3 EVAL(""var s=\""{{!EXTRACT}}\""; s.replace(/\rb/g,' ')"")
SET !EXTRACT NULL
SET !EXTRACT {{!VAR2}}

SAVEAS TYPE=EXTRACT FOLDER=C:\Users\dion\Documents\iMacros\Macros FILE=Ordereqweqs{{!NOW:dd-mm-yyyy}}.csv
",6
please someone help me,"haii..
i want to extract data to csv
can someone help me make the script?
i already try but i can't

here's the website
https://seller.shopee.co.id/portal/sale?type=toship

here's the first page


and then what i want to scrape is, when i click the ember. here's the landing page
https://2.bp.blogspot.com/-t66oeks3Fvg/ ... /test2.png

here's the data all i want to scrape

https://2.bp.blogspot.com/-Zvrc49RlbNY/ ... /test6.png

https://1.bp.blogspot.com/-EEupRZJvZ9Q/ ... /test3.png

https://3.bp.blogspot.com/-93Wlx3eb7Mg/ ... /test4.png

https://1.bp.blogspot.com/-43q5jQBh6hE/ ... /test5.png

and i want to play loop for all items at this page
https://seller.shopee.co.id/portal/sale?type=toship

can someone help me?
tq",2
Online OCR,Can you recommend me free online OCR for small pictures?,2
Edit data in CSV,"Hello! I am trying to read data from csv, then use it in webform, but after this I need to edit this data in the CSV to be sure which lines has been used. 
How can I read only certain lines from CSV file which begin only with certain symbol? And how can I edit first symbol of CSV line to tell program not to use this line again next time?

Something like that:
Code: Select all@Line1
Line2
Line3

Reading line1 => used, goto line2; 
Reading line2 => not used, use line2;
Line2 used => change line2 to @line2;
Maybe I can write this ""@ parameter"" in col1, and if col1 = ""@"" then goto next line? How can I write this in IMacros?",9
converting javascript var to imacro !VAR1,"I'm trying to define an imacro Variable !VAR1 with an existing javascript var=extract1. 

But it doesn't work. 
Code: Select all	 	
var extract1 = A

	        macro=""CODE:"";
	        macro+=""SET !TIMEOUT 1\n"";
	        macro+=""SET !ERRORIGNORE YES\n"";
	        macro+=""ADD !VAR1 ""+extract1+""\n"";     // add js var to the !EXTRACT variable
	        retcode = iimPlay(macro);   

Perhaps this is closer to what I want. 

	        macro+=""ADD !VAR1 EVAL(var =extract1)\n"";     // add js var to the !VAR1 variable",4
downloading a file,"Hi, I am new to iMacro.
I have recorded a Marco. When I run it it should download a csv file. But nothing happens.
Here is the code

URL GOTO=https://www.msci.com/end-of-day-data-country
FRAME F=1
TAG POS=1 TYPE=A ATTR=ID:templateForm:tableResult1:0:_id206
TAG POS=1 TYPE=A ATTR=TXT:Download<SP>Data

I think that I have to modifiy the last line since it is the ""Download Data"" is return as a text.

Thanks",5
Important Progress iMacros Product Update,"Dear iMacros Customers and Users, 

We are writing to inform you that Progress will be officially discontinuing the Progress iMacros product, with a planned End-Of-Life date of November 30, 2023. 

What does this mean? 
Moving forward, Progress will continue to support the iMacros product and will only provide critical fixes as needed until the EOL date. We will honor all service agreements through the existing term, except for those contracts that go beyond the EOL date. Customers with service agreements that go beyond the EOL date will be contacted separately to discuss their options and next steps. We will continue to offer service agreement renewals that do not exceed the EOL date. 

What are your next steps? 
Please remain on the lookout for more communications from Progress in the coming months, as more information will be made readily available to assist you as you prepare your transition plans. 

If you have additional questions, please email iMacrosInquiries@progress.com 

On behalf of Progress, thank you for your continued partnership and commitment. 

Sincerely,  
The Progress iMacros Team",2
*** Please read this before reporting problems ***,"Post last updated: May 25, 2020.

If you open a new topic (or post for the first time in some existing topic) to report an issue or ask any question, we can respond much faster if your problem description includes the following information (if applicable, not all questions fit to all problems):

1. What version of iMacros are you using?
You find the iMacros version and build information at the top of every macro that you record, for example ""VERSION BUILD=10100795"". Also specify whether you are using a freeware, trial, or licensed version, e.g. Personal Edition. Please test with the latest version.

2. What operating system are you using? (please also specify language)
Example: Windows 10, Windows 8.1, Windows 7, Windows Server 2012R2, English, German, Chinese, ...

3. Which browser(s) are you using? (include version numbers)
Example: Chrome 74.0.3729.13, Firefox 64.0.2, IE 11/10/9, ...

4. Do the included demo macros work ok? 
This test helps us to determine if the problem is a general iMacros issue or is somehow related to a specific website or configuration.

5. If reporting a problem with the iMacros scripting interface, please also test if the included VBS sample scripts run ok.
This test helps us to determine if the iMacros scripting interface installation is ok.

6. If recording or replay fails on a specific website: Can you please post the URL of the web page and/or the macro that creates the problem?
If you cannot post the macro in a public user forum or the website requires a login, can you provide a similar example of the problem on a publicly accessible website?

7. Do you encounter the same problem recording or replaying the macro in different browsers, such as the iMacros browser, Firefox, Chrome, or Internet Explorer? 
Note: If the problem is specific to Firefox or Chrome, please post in either the iMacros for Firefox or iMacros for Chrome sub-forum respectively.

8. Please include any additional information that is relevant to reproducing the issue.
This includes a detailed description of the steps you've tried as well as the specific error codes and messages, macro logs, screen shots, etc. Please upload screenshots and other relevant files directly to the forum and not to a third-party hosting service!

This information allows us to quickly re-create the issue on our test systems and solve it ASAP.

Additional tips when posting

* Please ensure that the content of your post is relevant to the topic and/or forum where you post it.
For example, if you are having a problem extracting data from a web page and are using Firefox, create your post in the Data Extraction and Web Screen Scraping forum rather than the iMacros for Firefox forum (see note #7 above). If you are unsure which forum to post to, use the General Support & Discussions forum.

* Use a topic title that succinctly describes the problem or issue.
Avoid phrases such as ""Please Help"", ""Urgent"", ""Script not working"", etc. and refrain from using all capital letters and exclamation points. Also, double-check that the spelling of the title and body of the post are correct, since this makes it more likely to be found in searches by other users. Most modern browsers automatically check spelling as you type and underline mistakes, so please correct them before submitting your post.

* Don't post the same question to more than one forum.
If you've miscategorized your original post, just click the Exclamation Icon on the right of the post's subject/title line to report it and let us know where you would like it moved or merged.

* Always provide your FCI (Full Config Info), c.f. items 1-3 above, in your original post even if you think it may not be relevant.
Some of our mods may not even respond unless this information is included. Please don't put this information in your signature, because this can change over time and makes it more confusing when reviewing older posts. Include the information directly in the body of the post instead.

* When sharing screenshots or other relevant files, please upload them directly to the forum rather than use a third-party hosting/sharing service.
Too often these services stop functioning or the files become unavailable for whatever reason. Uploading them here ensures that the full context of the post remains consistent over time.

* Take a minute to review your forum notification settings

Thank you for helping us to help you better!",1
Extract Hidden value on page help?!?,"I can't seem to get this hidden value extracted. 

Here is the code:
<input id=""accHitStatus"" value=""Hit"" type=""hidden"">

And here is what I'm using to try and extract the info:
TAG POS=1 TYPE=INPUT:HIDDEN ATTR=NAME:accHitStatus EXTRACT=TXT

The problem is that there isn't a specified name but it lists the input ID. I've tried ATTR=INPUTID:, ATTR=INPUT_ID, and ATTR=INPUT ID, but no luck.

Any suggestions?",5
Extracting Text from Onmouseover,"Hello,
I want to extract the text by a mouseover event in this page: https://chinesepod.com/tools/glossary/entry/fish

For example: with the second sentence:
Code: Select all                    <td width=""80%"" style=""font-size:18px;"">
                        <span onclick=""onWordClick()"" onmouseover=""tip(event,'he','ta1','他','他')"" onmouseout=""htip()"">他</span><span onclick=""onWordClick()"" onmouseover=""tip(event,'not','bu4','不','不')"" onmouseout=""htip()"">不</span><span onclick=""onWordClick()"" onmouseover=""tip(event,'to like','xi3huan5','喜欢','喜歡')"" onmouseout=""htip()"">喜欢</span><span onclick=""onWordClick()"" onmouseover=""tip(event,'to eat','chi1','吃','吃')"" onmouseout=""htip()"">吃</span><span onclick=""onWordClick()"" onmouseover=""tip(event,'fish','yu2','鱼','魚')"" onmouseout=""htip()"">鱼</span>。                        <br />
                        (He doesn't like to eat fish.)
                    </td>

And extracted data will be: 
Code: Select all- he not to like to eat fish
- ta1 bu4 xi3huan5 chi1 yu2

Can you tell me how to do it ? I appreciate so much. Thank you very much !   


Below is my imacros information:
1. What version of iMacros are you using?
VERSION BUILD=8970419 RECORDER=FX

2. What operating system are you using? (please also specify language)
Windows 7 Ultimate x64

3. Which browser(s) are you using? (include version numbers)
Firefox 46.0.1

4. Do the included demo macros work ok?
Yes",8
I need help with the extraction,"Hello Guys,
I want to extract all data from this site.
http://sec.up.nic.in/ElecLive/resultsearch.aspx
But I don't know how to   
I want complete data from those drop down list options.
Is it possible?

Language: Hindi",7
Extract email Body (GMail),"Hi , i try to extract a gmail body but gmail make random id each time!
i'm newbie   
can someone help me thanks",4
YouNow Date extract and close page by date result,"Hello,

(1)

how can I extract the Date / Time?

URL GOTO=https://www.younow.com/ItsNolyMon/channel
TAG POS=17 TYPE=DIV ATTR=CLASS:minutes-ago<SP>text-muted EXTRACT=TXT

URL GOTO=https://www.younow.com/Nochillmikeyyy/channel
TAG POS=15 TYPE=DIV ATTR=CLASS:minutes-ago<SP>text-muted EXTRACT=TXT

You can see ""TAG POS"" is not the same.

I need the first time under
TAG POS=1 TYPE=A ATTR=TXT:Broadcasts

How can I do this?

I try 
TAG POS=1 TYPE=A ATTR=TXT:Broadcasts
TAG POS=R1 TYPE=DIV ATTR=CLASS:minutes-ago<SP>text-muted EXTRACT=TXT
but this is not the searched result.

I don't find a element of 
TYPE=DIV ATTR=CLASS:minutes-ago<SP>text-muted EXTRACT=TXT
whitch can be the start point for:
TAG POS=R1 TYPE=DIV ATTR=CLASS:minutes-ago<SP>text-muted EXTRACT=TXT

iMacros 10
FireFox 41
win 8 / 64

(2)

As a result, the Text Extraction you get as ""13 days ago"" or ""17 minutes ago"". If the result is older than ""2 days ago"", I would like to close the page by iMacros. Otherwise, to remain open the page. How can I implement with iMacros?

best regards",2
FAIL_IF_FOUND on Checkbox value,"Hi there..

I am VERY new to iMacros, and am so far very impressed.  
As I am only trialling the product at present I am using the free version. (v11)

I am using the product to create automated regression testing, and so checking results is a key element of my macros.

I am currently trying to run a macro which proves whether or not a check box on a page has been ticked.

If the checkbox is not ticked (or is ticked, whichever) I want the Macro to error (FAIL_IF_FOUND?)

I am not sure the best way to accomplish this.  I had it working using image search, but the free version does not include this feature.

How do I extract the value of a checkbox, and then fail the Macro if the value is either YES or NO?

Windows 8.1, IE11
iMacros Sidebar for Internet Explorer (x64) Version 11.1.495.5175
Released on 10/03/2016
Licensed Product: Free Edition

Many thanks in advance.",4
First column of a table,"Hi,

I have to extract the 3rd column's cell of the first row table that has in the 1st column a certain name.

the table looks like:
Code: Select all<tr><td class=""name"">Name1</td><td class=""name"">Name2</td><td><span>ITEMtoEXTRACT</span></td></tr>

till now I've written this code:
Code: Select allTAG POS=1 TYPE=TD ATTR=CLASS:crest-player-name&&TXT:Name1
TAG POS=R1 TYPE=TD ATTR=TXT:*:*:* EXTRACT=TXT
SET !VAR1 {{!EXTRACT}}

That's working fine, but it extracts the 3rd cell also if Name1 is in the second cell. As you see,the 1st and the 2nd cell have the same ATTR.

What should I do?",2
